pitch,yoffset_layer,yoffset_plane,zshift_layer,zshift_plane,zshift_view,angle,objective
3.6,2.603927310461402,2.3876013946004466,2.498334371365652,4.8640912959634095,10.0,5.0,-0.8823529411759999
